Cancer,labels,Hybridization.REF,APCS,APOA1,ARG1,FGA,C9,MBL2,LBP
LIRI-JP,1,RK226_Cancer,149.863189,6.23294726,0.605911058,67.90923066,0.28593661,62.87368791,19.63927434
LIRI-JP,1,RK194_Cancer,31.75173254,16.37382355,0.731179724,66.91931779,0.995628855,65.9283604,2.447852042
LIRI-JP,1,RK182_Cancer,100.9873243,1.024974395,11.79679646,519.5595129,0.181964008,20.98747597,81.67797321
LIRI-JP,1,RK184_Cancer,101.7174823,26.57370994,0.778523133,187.8545366,1.064138806,61.77807654,47.8368429
LIRI-JP,1,RK180_Cancer,654.40915,2442.935828,126.9822375,2368.778639,120.214486,25.49087278,701.3986339
LIRI-JP,1,RK180_Cancer2,654.40915,2442.935828,126.9822375,2368.778639,120.214486,26.13141998,701.3986339
LIRI-JP,1,RK204_Cancer,989.195482,21522.2543,181.3754577,4049.465161,255.0952288,19.54601598,272.1617872
LIRI-JP,1,RK209_Cancer,1424.522806,2805.32145,360.5231504,1114.517732,49.69358632,3.297514938,88.62301864
LIRI-JP,1,RK177_Cancer,109.378555,3597.928711,41.14658551,3704.154241,90.42204728,49.77219169,226.9631523
LIRI-JP,1,RK167_Cancer,541.2192376,8712.641784,116.9628566,1079.917421,84.86006585,9.813979078,372.3005882
LIRI-JP,1,RK170_Cancer,2014.374033,575.3533383,46.5863847,1170.853656,8.38803116,29.90273771,100.4495444
LIRI-JP,1,RK165_Cancer,2257.619628,1197.594025,760.6887006,4180.733983,95.46104896,45.54186513,250.9857948
LIRI-JP,1,RK166_Cancer,1087.657726,337.9267625,48.54514889,2135.460255,56.66219897,64.04512913,255.3298467
LIRI-JP,1,RK157_Cancer,1357.060563,2813.282024,313.9208959,4344.642136,571.7183783,45.23140408,1255.916014
LIRI-JP,1,RK159_Cancer,261.5541653,1615.823583,0.477289433,147.6276679,1.088445215,51.21694581,7.468728027
LIRI-JP,1,RK147_Cancer,568.6898607,810.1870954,635.2404411,1507.684538,23.45303561,59.64268935,55.82399988
LIRI-JP,1,RK148_Cancer,403.610624,4998.002243,442.2005437,3651.837737,4.251503903,5.21900603,192.7925564
LIRI-JP,1,RK146_Cancer,446.6211167,840.2155659,26.27157276,634.0941275,28.21339248,50.35627143,12.9322977
LIRI-JP,1,RK141_Cancer,174.6314583,8945.37048,88.30197257,2192.03022,1.017449974,31.19200608,83.19100082
LIRI-JP,1,RK142_Cancer,413.4028031,381.9107377,15.43994929,704.3926096,25.04813836,34.4055882,114.3283858
LIRI-JP,1,RK137_Cancer,104.7666238,14008.25821,132.0845237,1353.13653,24.65950883,29.07573425,26.71660163
LIRI-JP,1,RK138_Cancer,1.903282994,17.02236681,1.058884558,15.64147591,0.965425247,37.88601761,0.933490185
LIRI-JP,1,RK133_Cancer,775.8874541,8967.922621,146.6332743,5454.313486,243.421544,88.53377444,330.5684046
LIRI-JP,1,RK130_Cancer,643.5187662,4892.821992,55.53915333,2410.498422,125.2849134,120.1311674,252.0947948
LIRI-JP,1,RK115_Cancer,326.1172777,2785.318241,546.42547,3750.444305,207.6977842,63.936464,196.2369883
LIRI-JP,1,RK126_Cancer,372.7909483,1576.906566,327.0406516,7081.853324,128.1241481,78.05308378,81.8151261
LIRI-JP,1,RK109_Cancer,584.6064853,3720.716326,99.45449618,4281.833818,220.0773316,38.38418548,234.3069711
LIRI-JP,1,RK112_Cancer,438.7766406,4713.48116,163.4913675,4704.818357,13.64377469,9.744287319,134.7129637
LIRI-JP,1,RK108_Cancer,735.5405386,5598.427554,216.8436309,5952.860084,224.5759355,1.331229374,426.3542504
LIRI-JP,1,RK106_Cancer,456.5254033,1664.542241,305.9137849,1959.955631,6.028849005,53.61357834,92.52858017
LIRI-JP,1,RK107_Cancer,534.5148343,5013.842936,299.639807,1645.028364,32.84266366,50.17039354,138.0615517
LIRI-JP,1,RK100_Cancer,359.945556,8813.201563,545.6032444,2516.956098,209.5665029,60.35097264,490.2991933
LIRI-JP,1,RK103_Cancer,479.9586866,5492.607434,281.1173135,3373.308946,131.3678832,85.8694705,138.1576465
LIRI-JP,1,RK098_Cancer,0.930966057,3291.453139,67.58750257,158.4852258,3.732894378,77.44028061,224.1817166
LIRI-JP,1,RK099_Cancer,235.6824702,5472.650612,302.9293335,1269.574371,26.99149681,48.41773942,254.6434525
LIRI-JP,1,RK092_Cancer,286.4964566,4039.26884,62.87210144,2933.830883,33.61224177,41.38977473,196.4321767
LIRI-JP,1,RK096_Cancer,1171.821888,5677.487441,234.9372872,4396.930254,355.0290217,83.52876167,240.3011129
LIRI-JP,1,RK091_Cancer,0.599777577,3.051839725,0.256743207,4.288627704,0.449899711,37.73869335,0.176420564
LIRI-JP,1,RK307_Cancer,2.923999622,2.694079595,0.990615792,3.974875338,0.20143183,19.18910886,0.548022208
LIRI-JP,1,RK308_Cancer,1.338187289,20.49785276,0.172326525,8.995232177,0.404716095,34.91375846,0.581189915
LIRI-JP,1,RK086_Cancer,289.2042234,2749.176487,311.5239787,1248.785897,87.25663263,7.444467157,108.4992336
LIRI-JP,1,RK089_Cancer,13.70527865,276.6780822,121.3104279,171.1888857,0.341243907,65.01407082,256.5199175
LIRI-JP,1,RK083_Cancer,587.5636198,2483.752655,182.9941846,6565.562003,30.94217138,51.20853543,190.2853783
LIRI-JP,1,RK084_Cancer,115.3204388,31.63546849,82.01360897,373.3758878,2.671569209,43.5507641,11.40731289
LIRI-JP,1,RK082_Cancer,542.623305,5078.215105,198.8119615,4422.144121,140.1909046,86.35618008,167.9891149
LIRI-JP,1,RK056_Cancer,357.6613324,5098.174589,328.470967,9777.024369,71.08542378,67.85428299,252.0307487
LIRI-JP,1,RK054_Cancer,554.0057699,1955.717378,145.6649761,2757.754105,122.1766423,63.43881355,372.1863744
LIRI-JP,1,RK055_Cancer,1316.506455,13941.37252,33.19649667,9051.558993,90.1036835,58.51125734,707.3601963
LIRI-JP,1,RK051_Cancer,546.1546666,2268.845819,144.1105765,3597.744002,47.28472631,75.52771918,155.386754
LIRI-JP,1,RK052_Cancer,1077.339721,851.6601166,479.8572477,5201.586784,1.084548556,74.20622218,113.1072378
LIRI-JP,1,RK058_Cancer,854.0955355,1730.726022,175.4288537,1597.357061,0.762509687,42.44249849,71.02150409
LIRI-JP,1,RK050_Cancer,694.1055476,189.9461795,120.9446213,1825.914963,18.53651551,59.90005106,864.2323295
LIRI-JP,1,RK048_Cancer,558.985372,1119.937237,73.39099112,793.6387707,0.984191904,60.92133093,342.9345654
LIRI-JP,1,RK049_Cancer,353.3632582,1238.294881,189.4730251,3345.947467,195.636043,15.27140252,379.8969977
LIRI-JP,1,RK047_Cancer,703.6729299,1651.804348,179.1668889,4217.830049,116.5758114,41.83395917,502.2317187
LIRI-JP,1,RK192_Cancer,1666.804723,3712.595117,76.99587781,3964.130771,32.15992305,14.74266285,364.6704666
LIRI-JP,1,RK044_Cancer,242.9309269,3852.791241,382.6716904,1789.385196,51.55395536,26.98797341,143.0731484
LIRI-JP,1,RK037_Cancer,355.3229015,5621.623422,324.7098541,5371.008432,389.9036347,72.89293755,366.6309347
LIRI-JP,1,RK041_Cancer,367.4699868,2547.144457,161.561551,79.52173748,0.822503435,13.87545663,16.00233016
LIRI-JP,1,RK036_Cancer,814.5263025,4455.51595,145.6359674,3773.695116,190.3896991,31.17430993,638.8376055
LIRI-JP,1,RK189_Cancer,189.4499653,1398.181499,299.1540319,1308.802536,0.290037537,4.34617331,97.01311756
LIRI-JP,1,RK034_Cancer,65.55957653,5574.978771,148.7200493,1286.761564,4.763228812,50.34765719,165.1442833
LIRI-JP,1,RK035_Cancer,639.6187594,8260.930369,251.7471579,7369.322889,418.6027231,29.41218016,592.9675021
LIRI-JP,1,RK179_Cancer,255.7501515,485.5031886,133.0399713,1587.002913,55.88485211,32.20944152,503.9262508
LIRI-JP,1,RK240_Cancer,369.7969665,48.19020264,18.7129606,697.3460242,18.92582193,22.22672384,334.8021762
LIRI-JP,1,RK032_Cancer,462.585069,3061.450916,115.0049713,3321.399988,0.18887749,77.98340296,20.06307063
LIRI-JP,1,RK033_Cancer,432.8760659,3780.733968,290.3164797,5017.544199,208.5977798,51.852724,928.5459817
LIRI-JP,1,RK031_Cancer,1804.534643,1213.673179,179.7095762,1035.227411,62.01668557,75.03867792,514.6438601
LIRI-JP,1,RK029_Cancer,1973.776534,4017.914015,174.2337843,3563.984713,49.84075933,84.63107952,52.74380144
LIRI-JP,1,RK026_Cancer,530.3693142,12255.65461,494.324808,1159.508967,26.68442573,26.38600217,22.39178854
LIRI-JP,1,RK027_Cancer,1.62256633,6487.147102,8.113309557,1425.224204,35.44068162,51.07770497,4.080198785
LIRI-JP,1,RK024_Cancer,419.5610014,4062.364103,78.06705442,3810.86263,4.666950332,37.55517531,127.9659768
LIRI-JP,1,RK025_Cancer,253.548009,1202.883902,368.5305736,1828.012458,50.53103793,27.66385832,81.54656006
LIRI-JP,1,RK023_Cancer,867.5884779,1243.782627,127.7616263,1277.100767,94.96728361,59.16282429,391.2655385
LIRI-JP,1,RK021_Cancer,2640.235358,1787.130216,411.3094253,2035.154175,32.98046653,60.85406008,267.4996785
LIRI-JP,1,RK022_Cancer,264.9617459,3849.901803,546.2598767,3339.668185,0.563704515,51.16143975,178.878803
LIRI-JP,1,RK019_Cancer,505.1432018,9411.759138,561.5191339,2019.634704,18.29309715,26.63121062,139.6147061
LIRI-JP,1,RK020_Cancer,1080.404518,1527.178881,117.9629864,4121.031332,251.323381,26.34890737,291.3391695
LIRI-JP,1,RK016_Cancer,441.6943666,23739.39594,302.1759539,1868.947597,8.053473464,58.07847906,128.2331739
LIRI-JP,1,RK018_Cancer,548.1875685,16379.28695,554.8729904,6139.621637,309.5516978,75.22746521,351.0006953
LIRI-JP,1,RK014_Cancer,1167.124856,2765.797138,165.7174553,5791.153816,314.9801758,63.31095515,443.9165289
LIRI-JP,1,RK015_Cancer,572.3262097,13567.36163,332.3122277,2830.104784,6.385635345,42.8355121,82.13220554
LIRI-JP,1,RK012_Cancer,507.0795947,28900.2935,374.6145093,2276.598687,103.4446958,53.66106546,127.911714
LIRI-JP,1,RK080_Cancer,3138.755381,1640.534643,86.9265392,6682.17289,495.9510087,61.58858269,623.9115614
LIRI-JP,1,RK073_Cancer,1225.614437,7211.376674,393.0917542,8655.709339,266.8578466,26.79028893,654.2826515
LIRI-JP,1,RK079_Cancer,1267.387179,2380.992294,199.2763415,2567.027314,9.48153578,121.8299973,237.7972921
LIRI-JP,1,RK068_Cancer,241.1920766,6202.547488,89.9829686,611.2772727,4.989676984,17.57547342,118.2886636
LIRI-JP,1,RK069_Cancer,1.969228904,3701.847216,1.458492027,58.62801057,0.814554544,44.21546483,1.858864321
LIRI-JP,1,RK066_Cancer,872.1847052,9746.581203,118.9760717,1634.174825,8.117525229,0.508316223,173.2679071
LIRI-JP,1,RK067_Cancer,198.9342259,678.8130363,36.21752169,1014.832115,9.735369235,10.43973632,19.84721867
LIRI-JP,1,RK071_Cancer,657.5225694,3834.585055,145.5133654,1973.600552,18.29356094,83.58506171,135.9650945
LIRI-JP,1,RK072_Cancer,1.133485551,3590.77254,181.5329576,935.1940161,0.274855175,46.52934692,3.289651479
LIRI-JP,1,RK063_Cancer,940.2084649,3574.11537,319.1970057,2259.751298,27.14766876,39.98261692,169.1883158
LIRI-JP,1,RK064_Cancer,414.3858701,11452.88299,501.264383,1833.232798,104.7659094,67.38809928,314.7819179
LIRI-JP,1,RK061_Cancer,358.0824214,9291.64168,248.4089907,1977.060714,39.20461073,53.38204492,215.2173611
LIRI-JP,1,RK295_Cancer,986.6162711,1846.224885,320.8747689,982.4222458,0.284177965,66.00453461,76.49895952
LIRI-JP,1,RK062_Cancer,1906.187568,1695.479478,72.79672887,3457.451538,99.60761956,10.45152871,96.79272019
LIRI-JP,1,RK065_Cancer,410.9268375,8620.152219,228.4143875,3148.333303,175.9959165,9.324641986,90.77511352
LIRI-JP,1,RK039_Cancer,1111.757685,4689.564353,468.5686629,2963.074228,140.8340132,46.56628122,110.1320738
LIRI-JP,1,RK312_Cancer,470.0100334,134.9437398,3.764415678,141.7686665,5.38402508,18.29656175,12.95518087
LIRI-JP,1,RK316_Cancer,44.61787113,2.513341001,0.28337712,35.56944091,0.248977602,40.73199945,1.794079597
LIRI-JP,1,RK309_Cancer,97.95885709,188.073799,5.746928599,425.3987397,13.31958522,0.027398939,61.11016062
LIRI-JP,1,RK310_Cancer,335.5370256,4.668970804,0.430255207,11.31396635,0.520249869,19.94058686,2.682030026
LIRI-JP,1,RK255_Cancer,1142.630331,4421.361519,252.9672516,8213.90326,384.4299162,33.82761511,444.1818464
LIRI-JP,1,RK220_Cancer,372.8012417,8261.073793,380.1034644,4331.539982,104.9330169,68.61954841,326.8992765
LIRI-JP,1,RK219_Cancer,850.9405499,8719.652775,252.8014466,7406.087846,338.9422395,22.01732874,286.8943103
LIRI-JP,1,RK217_Cancer,622.3012249,9302.290576,315.7133755,3425.629471,56.83621382,68.7290421,132.1253531
LIRI-JP,1,RK216_Cancer,636.1899664,2052.65372,61.58031128,555.6459006,0.033984527,54.189239,4.27069482
LIRI-JP,1,RK214_Cancer,2.294813233,1846.075143,3.162008722,1163.752425,0.158212437,43.33366929,1.938906167
LIRI-JP,1,RK213_Cancer,532.508553,3.255951558,25.10437914,269.2279409,1.697712822,34.74547827,57.46022192
LIRI-JP,1,RK212_Cancer,481.6057137,1326.156851,64.49395803,3098.693363,0.128169118,64.7060878,38.84976474
LIRI-JP,1,RK207_Cancer,661.8254891,1102.727274,481.3477087,1476.200114,0.705488997,51.30052258,132.5151701
LIRI-JP,1,RK211_Cancer,670.3448396,7722.839296,164.2811015,4488.232971,81.99924035,54.69193231,324.6503841
LIRI-JP,1,RK210_Cancer,314.845566,5675.58154,1094.561976,5473.745837,217.1686833,49.71284701,187.7948011
LIRI-JP,1,RK205_Cancer,2166.418523,1854.199881,144.1782392,5075.155351,68.49721994,58.80537321,400.0340842
LIRI-JP,1,RK201_Cancer,1144.420264,3514.621868,90.51182491,2811.659104,172.3775769,30.95435068,399.6392284
LIRI-JP,1,RK202_Cancer,640.0653662,3806.224082,177.454857,2931.234202,8.056000142,42.13015298,132.9058123
LIRI-JP,1,RK199_Cancer,221.8595783,3525.284731,61.93911188,2558.756595,18.963533,37.25743051,240.5744349
LIRI-JP,1,RK200_Cancer,115.9215827,794.1485192,794.8373586,1183.704185,1.278133318,58.79922761,140.5020834
LIRI-JP,1,RK197_Cancer,49.57446506,6594.026393,153.1191112,3896.266364,6.273740606,8.537171491,120.5536275
LIRI-JP,1,RK198_Cancer,132.9301893,2305.02344,65.30260602,1518.400805,19.06714083,27.34436262,345.4701015
LIRI-JP,1,RK195_Cancer,702.2810885,2528.320674,91.4662152,3026.584276,228.7989931,36.34674762,626.0365292
LIRI-JP,1,RK196_Cancer,708.4254243,9745.343298,201.5292114,2641.125658,145.5826424,43.20202772,420.1322268
LIRI-JP,1,RK193_Cancer,1210.712429,2998.815172,463.2066071,1665.455387,75.94769427,51.62953481,49.77919578
LIRI-JP,1,RK191_Cancer,154.7548945,2359.975244,14.88526204,1642.958915,44.07067481,41.40556442,341.120094
LIRI-JP,1,RK187_Cancer,1534.898419,8659.656836,340.7345258,9418.734116,568.5798315,45.45556474,895.2346335
LIRI-JP,1,RK186_Cancer,145.1415386,10839.5386,293.1064106,3890.167797,0.300381946,38.78734831,92.86994187
LIRI-JP,1,RK188_Cancer,1157.548037,2762.911793,3.479727715,5077.550492,18.06490415,10.89598543,233.2574085
LIRI-JP,1,RK185_Cancer,543.8271467,6188.678868,201.444005,2910.176424,9.131926958,64.11696169,245.4386827
LIRI-JP,1,RK190_Cancer,635.202245,1597.238271,6.377776047,3744.810896,0.244036175,58.31520533,27.79684427
LIRI-JP,1,RK178_Cancer,1762.748531,1055.277202,240.2240865,8032.81841,635.3750526,74.50489041,543.4993163
LIRI-JP,1,RK181_Cancer,1352.066151,1348.176284,372.3826101,3303.220412,1.902459058,71.00975407,110.0865556
LIRI-JP,1,RK175_Cancer,655.9745215,3489.190166,155.0505093,1496.357963,4.694481802,45.63368821,172.546999
LIRI-JP,1,RK171_Cancer,478.3108698,2369.502078,278.3950708,6642.234057,439.0828541,59.98554471,674.7767071
LIRI-JP,1,RK081_Cancer,979.3199104,1480.17704,84.93621274,4891.979491,12.00371603,31.68630189,314.7601875
LIRI-JP,1,RK070_Cancer,1338.818891,16315.67406,373.086443,4805.18321,297.3797379,47.26307241,117.0342589
LIRI-JP,1,RK077_Cancer,210.2766454,2026.689043,27.30536079,3408.415219,0.217727328,18.13779916,11.81992481
LIRI-JP,1,RK059_Cancer,2441.765247,885.3772195,79.20716169,3209.29996,23.80512739,48.38551465,78.49693218
LIRI-JP,1,RK163_Cancer,538.5168463,2599.977224,163.5928594,1370.522305,4.237750448,27.6360982,204.0548453
LIRI-JP,1,RK149_Cancer,995.9039535,3753.953951,267.5574307,3998.120853,65.66298282,36.06262368,386.3048212
LIRI-JP,1,RK162_Cancer,397.8766171,1401.914776,548.1717577,1945.884637,0.679747616,44.49623204,58.03852637
LIRI-JP,1,RK119_Cancer,35.93776449,334.6153501,33.0219316,8969.856007,19.70306111,30.74623353,433.3733917
LIRI-JP,1,RK111_Cancer,568.3120437,2838.642511,80.81563623,529.249666,0.168595722,41.75843406,2.606748796
LIRI-JP,1,RK010_Cancer,872.5500235,6322.901106,828.2684839,3725.442743,185.4409587,88.3187611,132.810708
LIRI-JP,1,RK005_Cancer,928.688219,2606.33033,235.9422082,4927.69388,288.7637952,21.84857973,248.95443
LIRI-JP,1,RK006_Cancer,357.2020293,11558.14936,389.9694067,1769.33456,0.915740678,12.49679927,105.6369962
LIRI-JP,1,RK006_Cancer2,357.2020293,11558.14936,389.9694067,1769.33456,0.915740678,50.29760743,105.6369962
LIRI-JP,1,RK007_Cancer,391.0469427,1517.939222,1.368919152,3575.879899,0.112427809,41.32797983,26.35235215
LIRI-JP,1,RK001_Cancer,690.2328095,3241.026402,251.3631094,7160.250466,296.745428,38.65464875,572.4482894
LIRI-JP,1,RK002_Cancer,2277.574428,77.1915828,64.16081858,3581.706303,112.496089,71.43995587,725.5402121
LIRI-JP,1,RK003_Cancer,36.8506428,1438.257182,115.6289969,3373.495929,1.630919622,65.60386568,118.5954555
LIRI-JP,1,RK004_Cancer,1150.527739,2562.774662,365.810029,5677.917127,189.1321774,16.09118223,250.3330943
LIRI-JP,1,RK172_Cancer,438.4677007,5315.302301,171.5063502,1984.669292,5.055169265,24.14227147,170.9343456
LIRI-JP,1,RK169_Cancer,1515.020362,4429.461024,199.9902673,11528.94098,643.9385608,16.2677298,580.4839026
LIRI-JP,1,RK164_Cancer,363.9315202,6591.477687,211.4260856,7975.7945,336.7113695,73.74065096,151.3091311
LIRI-JP,1,RK134_Cancer,1118.70889,611.8221106,75.39359607,1990.24129,0.196142829,77.86649339,83.01958154
LIRI-JP,1,RK131_Cancer,398.1876566,5512.926328,608.4566273,5311.746925,67.07654377,77.21306178,55.36972848
LIRI-JP,1,RK128_Cancer,242.8397989,8832.521795,204.978064,711.9993252,0.768230336,25.75497903,233.5429811
LIRI-JP,1,RK125_Cancer,271.4177989,3106.598301,148.3116271,1190.043832,5.274665331,44.82680655,19.99697716
LIRI-JP,1,RK124_Cancer,414.0976613,4701.754094,111.7026893,908.800053,72.18376769,34.24336036,142.0232046
LIRI-JP,1,RK120_Cancer,375.9274079,9450.135843,293.415774,1394.175179,47.95011609,72.66262327,48.06579854
LIRI-JP,1,RK118_Cancer,1087.857143,2177.375843,37.71924203,3502.837346,0.685616705,29.00307118,78.50320108
LIRI-JP,1,RK117_Cancer,105.333977,29756.45735,168.9336501,1158.451009,100.6111342,33.49656804,54.42673052
LIRI-JP,1,RK116_Cancer,533.6325591,8657.69031,290.9657145,5148.926544,243.442698,44.89873512,109.6507221
LIRI-JP,1,RK113_Cancer,224.6497764,726.9368837,29.37662716,1306.663087,52.68610416,3.779726325,80.07852663
LIRI-JP,1,RK156_Cancer,1343.478013,132.9485298,1.21456055,2599.459443,0.045676502,1.177312804,244.2744031
LIRI-JP,1,RK155_Cancer,1222.358703,1456.527365,55.63588574,2338.926953,13.92765066,35.46215389,126.1465622
LIRI-JP,1,RK153_Cancer,620.4400731,332.1161972,19.68182543,996.1976489,37.47832084,18.87504209,145.7773118
LIRI-JP,1,RK152_Cancer,225.0900039,6117.617054,161.7121627,1380.508291,63.62667811,9.998946942,141.6922214
LIRI-JP,1,RK151_Cancer,681.9089311,6407.615311,582.7321511,1665.536817,33.85531959,23.91709673,260.9050993
LIRI-JP,1,RK150_Cancer,906.698527,9006.343061,205.782566,7929.043605,141.7603333,8.619088972,685.5609336
LIRI-JP,1,RK145_Cancer,614.5961343,1142.72189,160.4061344,2153.519729,14.89327954,43.01043124,82.60821771
LIRI-JP,1,RK143_Cancer,1054.471374,195.9961329,125.2167922,3259.417637,26.1542928,50.69405257,111.497344
LIRI-JP,1,RK140_Cancer,1156.151932,3436.181128,774.3173565,4591.995899,122.2542158,56.24181251,208.6532205
LIRI-JP,1,RK135_Cancer,230.7251909,8888.045754,253.3298311,3194.501333,44.64537924,29.49019677,152.7554
LIRI-JP,1,RK075_Cancer,605.8953679,16243.49095,255.9187131,4209.007097,57.88018251,60.73887238,163.6591158
LIRI-JP,1,RK074_Cancer,287.045456,78.20931944,9.030202778,2934.646728,0.158907051,44.69906521,2.268281798
LIRI-JP,1,RK060_Cancer,14.06349893,9025.449714,94.46285246,649.6023095,1.352504856,67.87223033,141.7496248
LIRI-JP,1,RK057_Cancer,344.6822629,1077.076861,15.09831799,2281.289875,0.520984912,46.97497953,166.20073
LIRI-JP,1,RK053_Cancer,364.8189061,231.2859418,32.48167289,1121.207204,0.149299307,53.73464667,24.30799176
LIRI-JP,1,RK043_Cancer,650.6410286,4982.662042,222.3017769,2360.573067,47.34951249,83.70466763,133.2645782
LIRI-JP,1,RK040_Cancer,1302.442104,4814.830657,103.5227235,2634.200994,115.3923246,53.55880368,590.7552721
LIRI-JP,1,RK038_Cancer,445.4456709,6922.894327,225.0752545,2144.694066,112.9170755,43.26698626,484.6095809
LIRI-JP,1,RK085_Cancer,49.51061001,146.5637762,1.375450209,1413.740938,1.058542051,48.55546433,296.1896239
LIRI-JP,1,RK076_Cancer,1935.136213,1606.672228,199.8406774,7808.57467,290.1673551,30.69548196,697.3239927
LIRI-JP,1,RK105_Cancer,18.58412767,5348.19497,183.7737001,1567.878651,0.112880535,30.28407911,37.58282916
LIRI-JP,1,RK104_Cancer,970.68162,5743.033541,378.9410819,6647.470406,234.1854567,63.80245915,185.8774872
LIRI-JP,1,RK102_Cancer,253.9981532,3159.877796,39.57731875,633.3961364,21.89633945,49.98279882,65.38313123
LIRI-JP,1,RK101_Cancer,493.191445,1518.321199,239.1253695,3301.682318,88.61684263,77.94378806,306.4872095
LIRI-JP,1,RK095_Cancer,1045.54724,506.4618667,88.99425388,834.1486499,77.21246445,13.06006873,398.661027
LIRI-JP,1,RK093_Cancer,2.208942709,8.717781381,0.654501614,16.25776161,2.133343256,26.21589665,0.500677565
LIRI-JP,1,RK088_Cancer,641.2357302,1699.576304,154.9996563,1128.410085,0.900077599,7.45549042,16.42559458
LIRI-JP,1,RK110_Cancer,357.2055643,419.4573148,0.920155228,3868.533774,1.298440808,77.98468224,17.82302421
LIRI-JP,1,RK030_Cancer,1860.769945,1111.609315,1162.489787,2666.969706,0.341219281,47.85612484,225.3414549
LIRI-JP,1,RK028_Cancer,1478.267459,3734.924247,240.2064823,1166.760519,57.65930345,43.76836714,360.2206099